Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
403,tt0082176,2024-08-19,2024-08-19,,"Eu, Christiane F., 13 Anos, Drogada e Prostituída","Christiane F.: Wir Kinder vom Bahnhof Zoo",https://www.imdb.com/title/tt0082176/,Filme,7.5,138,1981,"Biografia, Drama",35645,1983-04-18,"Uli Edel",8,2024-08-19
404,tt0000313,2024-08-22,2024-08-22,,"Let Me Dream Again","Let Me Dream Again",https://www.imdb.com/title/tt0000313/,Curta,5.8,1,1900,"Curta-Metragem, Comédia",924,1900-08,"George Albert Smith",8,2024-08-22
405,tt0001527,2024-08-22,2024-08-22,,"A Vingança do Cameraman","Mest kinematograficheskogo operatora",https://www.imdb.com/title/tt0001527/,Curta,7.7,12,1912,"Animação, Curta-Metragem, Comédia, Fantasia",3560,1912-10-27,"Wladyslaw Starewicz",10,2024-08-22
406,tt0003424,2024-08-22,2024-08-22,,"Suspense","Suspense",https://www.imdb.com/title/tt0003424/,Curta,7.4,10,1913,"Curta-Metragem, Drama, Terror, Suspense",2695,1913-07-06,"Phillips Smalley, Lois Weber",9,2024-08-22
407,tt6263850,2024-08-29,2024-08-29,,"Deadpool & Wolverine","Deadpool & Wolverine",https://www.imdb.com/title/tt6263850/,Filme,7.5,128,2024,"Ação, Aventura, Comédia, Ficção científica",584423,2024-07-25,"Shawn Levy",9,2024-08-29
408,tt6264654,2024-08-29,2024-08-29,,"Free Guy - Assumindo o Controle","Free Guy",https://www.imdb.com/title/tt6264654/,Filme,7.1,115,2021,"Ação, Aventura, Comédia, Fantasia, Romance, Ficção científica",494562,2021-08-19,"Shawn Levy",7,2024-08-29
409,tt1462764,2024-09-10,2024-09-10,,"Indiana Jones e a Relíquia do Destino","Indiana Jones and the Dial of Destiny",https://www.imdb.com/title/tt1462764/,Filme,6.5,154,2023,"Ação, Aventura, Ficção científica",235607,2023-06-29,"James Mangold",7,2024-09-10
410,tt6791350,2024-09-10,2024-09-10,,"Guardiões da Galáxia Vol. 3","Guardians of the Galaxy Vol. 3",https://www.imdb.com/title/tt6791350/,Filme,7.9,150,2023,"Ação, Aventura, Comédia, Fantasia, Ficção científica",481397,2023-05-04,"James Gunn",8,2024-09-10
411,tt0467406,2024-09-10,2024-09-10,,"Juno","Juno",https://www.imdb.com/title/tt0467406/,Filme,7.4,96,2007,"Comédia, Drama",574316,2008-02-22,"Jason Reitman",6,2024-09-10
412,tt1570728,2024-09-11,2024-09-11,,"Amor a Toda Prova","Crazy, Stupid, Love.",https://www.imdb.com/title/tt1570728/,Filme,7.4,118,2011,"Comédia, Drama, Romance",626022,2011-08-26,"Glenn Ficarra, John Requa",7,2024-09-11
413,tt0780504,2024-09-11,2024-09-11,,"Drive","Drive",https://www.imdb.com/title/tt0780504/,Filme,7.8,100,2011,"Ação, Drama",770502,2012-03-02,"Nicolas Winding Refn",7,2024-09-14
414,tt13210838,2024-09-14,2024-09-14,,"Magnatas do Crime","The Gentlemen",https://www.imdb.com/title/tt13210838/,Série de TV,8.0,50,2024,"Ação, Comédia, Policial",180790,2024-03-23,,8,2024-09-14
415,tt4882376,2024-09-14,2024-09-14,,"Primeiro, Mataram o Meu Pai","First They Killed My Father",https://www.imdb.com/title/tt4882376/,Filme,7.2,136,2017,"Biografia, Drama, História, Guerra",22366,2017-09-15,"Angelina Jolie",8,2024-09-14
416,tt7533152,2024-09-14,2024-09-14,,"O Menino que Descobriu o Vento","The Boy Who Harnessed the Wind",https://www.imdb.com/title/tt7533152/,Filme,7.6,113,2019,"Biografia, Drama, História",53170,2019-03-01,"Chiwetel Ejiofor",7,2024-09-14
417,tt0094721,2024-09-14,2024-09-14,,"Os Fantasmas se Divertem","Beetlejuice",https://www.imdb.com/title/tt0094721/,Filme,7.4,92,1988,"Comédia, Fantasia",420952,1988-11-10,"Tim Burton",8,2024-09-14
418,tt0250494,2024-09-15,2024-09-15,,"Legalmente Loira","Legally Blonde",https://www.imdb.com/title/tt0250494/,Filme,6.5,96,2001,"Comédia, Romance",291053,2001-11-09,"Robert Luketic",6,2024-09-15
419,tt13560574,2024-09-15,2024-09-15,,"X - A Marca da Morte","X",https://www.imdb.com/title/tt13560574/,Filme,6.5,105,2022,"Terror, Mistério, Suspense",226927,2022-07-28,"Ti West",5,2024-09-15
420,tt0112642,2024-09-15,2024-09-15,,"Gasparzinho, o Fantasminha Camarada","Casper",https://www.imdb.com/title/tt0112642/,Filme,6.2,100,1995,"Comédia, Família, Fantasia",160587,1995-06-23,"Rob Letterman, Brad Silberling",6,2024-09-15
421,tt0758758,2024-09-24,2024-09-24,,"Na Natureza Selvagem","Into the Wild",https://www.imdb.com/title/tt0758758/,Filme,8.0,148,2007,"Aventura, Biografia, Drama",698188,2008-02-22,"Sean Penn",9,2024-09-24
422,tt12747748,2024-09-30,2024-09-30,,"O Mundo Depois de Nós","Leave the World Behind",https://www.imdb.com/title/tt12747748/,Filme,6.4,138,2023,"Drama, Mistério, Suspense",245243,2023-12-08,"Sam Esmail",3,2024-09-30
423,tt22022452,2024-09-30,2024-09-30,,"Divertida Mente 2","Inside Out 2",https://www.imdb.com/title/tt22022452/,Filme,7.5,96,2024,"Animação, Aventura, Comédia, Drama, Família, Fantasia, Esportes",257575,2024-06-20,"Kelsey Mann",8,2024-09-30
424,tt0095953,2024-10-01,2024-10-01,,"Rain Man","Rain Man",https://www.imdb.com/title/tt0095953/,Filme,8.0,133,1988,"Drama",587802,1989-03-23,"Barry Levinson",9,2024-10-01
425,tt2049403,2024-10-15,2024-10-15,,"Os Fantasmas Ainda se Divertem: Beetlejuice Beetlejuice","Beetlejuice Beetlejuice",https://www.imdb.com/title/tt2049403/,Filme,6.6,105,2024,"Comédia, Fantasia, Terror",177757,2024-09-05,"Tim Burton",6,2024-10-15
426,tt4281724,2024-10-26,2024-10-26,,"Aterrorizante","Terrifier",https://www.imdb.com/title/tt4281724/,Filme,5.5,85,2016,"Terror",97151,2018-03-15,"Damien Leone",8,2024-10-26
427,tt11315808,2024-10-27,2024-10-27,,"Coringa: Delírio a Dois","Joker: Folie à Deux",https://www.imdb.com/title/tt11315808/,Filme,5.2,138,2024,"Drama, Musical, Suspense",186804,2024-10-03,"Todd Phillips",3,2024-10-27
428,tt8367814,2024-10-28,2024-10-28,,"Magnatas do Crime","The Gentlemen",https://www.imdb.com/title/tt8367814/,Filme,7.8,113,2019,"Ação, Comédia, Policial",462492,2020-04-16,"Guy Ritchie",8,2024-10-28
429,tt2543164,2024-10-29,2024-10-29,,"A Chegada","Arrival",https://www.imdb.com/title/tt2543164/,Filme,7.9,116,2016,"Drama, Mistério, Ficção científica",874331,2016-11-24,"Denis Villeneuve",8,2024-10-29
430,tt0056687,2024-10-30,2024-10-30,,"O Que Terá Acontecido a Baby Jane?","What Ever Happened to Baby Jane?",https://www.imdb.com/title/tt0056687/,Filme,8.0,134,1962,"Drama, Terror, Suspense",68143,1964-06-11,"Robert Aldrich",7,2024-10-30
431,tt0404032,2024-10-31,2024-10-31,,"O Exorcismo de Emily Rose","The Exorcism of Emily Rose",https://www.imdb.com/title/tt0404032/,Filme,6.7,119,2005,"Drama, Terror, Suspense",150170,2005-12-02,"Scott Derrickson",6,2024-10-31
432,tt0477348,2024-11-01,2024-11-01,,"Onde os Fracos Não Têm Vez","No Country for Old Men",https://www.imdb.com/title/tt0477348/,Filme,8.2,122,2007,"Policial, Drama, Suspense",1205920,2008-02-01,"Ethan Coen, Joel Coen",7,2024-11-01
433,tt27911000,2024-11-01,2024-11-01,,"Terrifier 3","Terrifier 3",https://www.imdb.com/title/tt27911000/,Filme,6.2,125,2024,"Terror",64465,2024-10-31,"Damien Leone",7,2024-11-01
434,tt0272338,2024-11-02,2024-11-02,,"Embriagado de Amor","Punch-Drunk Love",https://www.imdb.com/title/tt0272338/,Filme,7.3,95,2002,"Comédia, Drama, Romance, Suspense",198913,2003-05-16,"Paul Thomas Anderson",6,2024-11-02
435,tt0765010,2024-11-02,2024-11-02,,"Entre Irmãos","Brothers",https://www.imdb.com/title/tt0765010/,Filme,7.1,105,2009,"Drama, Suspense, Guerra",175291,2010-03-05,"Jim Sheridan",7,2024-11-02
436,tt0268978,2024-11-02,2024-11-02,,"Uma Mente Brilhante","A Beautiful Mind",https://www.imdb.com/title/tt0268978/,Filme,8.2,135,2001,"Biografia, Drama, Mistério",1060260,2002-02-15,"Ron Howard",8,2024-11-02
437,tt1899353,2024-11-02,2024-11-02,,"Operação Invasão","Serbuan maut",https://www.imdb.com/title/tt1899353/,Filme,7.6,101,2011,"Ação, Policial, Suspense",232387,2012-04-27,"Gareth Evans",10,2024-11-02
438,tt2265171,2024-11-02,2024-11-02,,"Operação Invasão 2","Serbuan maut 2: Berandal",https://www.imdb.com/title/tt2265171/,Filme,7.9,150,2014,"Ação, Policial, Suspense",140159,2014-04-11,"Gareth Evans",9,2024-11-02
439,tt2168180,2024-11-02,2024-11-02,,"Nise: O Coração da Loucura","Nise: O Coração da Loucura",https://www.imdb.com/title/tt2168180/,Filme,7.6,106,2015,"Biografia, Drama, História",2780,2016-04-21,"Roberto Berliner",9,2024-11-02
440,tt0197139,2025-01-09,2025-01-09,,"O Auto da Compadecida","O Auto da Compadecida",https://www.imdb.com/title/tt0197139/,Minissérie de televisão,9.2,38,1999,"Comédia, Drama, Fantasia, Faroeste",6748,1999-01-05,,8,2025-01-09
441,tt0271383,2025-01-09,2025-01-09,,"O Auto da Compadecida","O Auto da Compadecida",https://www.imdb.com/title/tt0271383/,Filme,8.6,104,2000,"Comédia, Drama, Fantasia, Faroeste",21924,2000-09-10,"Guel Arraes",8,2025-01-09
442,tt17526714,2025-01-10,2025-01-10,,"A Substância","The Substance",https://www.imdb.com/title/tt17526714/,Filme,7.2,141,2024,"Drama, Terror, Ficção científica",455892,2024-09-19,"Coralie Fargeat",7,2025-01-10
443,tt0074486,2025-01-23,2025-01-23,,"Eraserhead","Eraserhead",https://www.imdb.com/title/tt0074486/,Filme,7.2,89,1977,"Fantasia, Terror",145014,1978-02-03,"David Lynch",7,2025-01-23
444,tt28607951,2025-02-06,2025-02-06,,"Anora","Anora",https://www.imdb.com/title/tt28607951/,Filme,7.4,139,2024,"Comédia, Drama, Romance",301955,2025-01-23,"Sean Baker",9,2025-02-06
445,tt15435876,2025-02-07,2025-02-07,,"Pinguim","The Penguin",https://www.imdb.com/title/tt15435876/,Minissérie de televisão,8.6,60,2024,"Policial, Drama",245119,2024-09-19,,9,2026-06-27
446,tt1453159,2025-02-09,2025-02-09,,"Os Pilares da Terra","The Pillars of the Earth",https://www.imdb.com/title/tt1453159/,Minissérie de televisão,8.0,60,2010,"Drama, Romance, Suspense, Guerra",35538,2010-07-23,,9,2025-02-09
447,tt1979320,2025-03-22,2025-03-22,,"Rush: No Limite da Emoção","Rush",https://www.imdb.com/title/tt1979320/,Filme,8.1,123,2013,"Biografia, Drama, Esportes",564244,2013-09-13,"Ron Howard",9,2025-03-22
448,tt0080678,2025-03-22,2025-03-22,,"O Homem Elefante","The Elephant Man",https://www.imdb.com/title/tt0080678/,Filme,8.2,124,1980,"Biografia, Drama",283294,1981-07-20,"David Lynch",9,2026-01-02
449,tt0338013,2025-03-25,2025-03-25,,"Brilho Eterno de uma Mente sem Lembranças","Eternal Sunshine of the Spotless Mind",https://www.imdb.com/title/tt0338013/,Filme,8.3,108,2004,"Drama, Romance, Ficção científica",1191196,2004-07-23,"Michel Gondry",8,2025-03-25
450,tt17009710,2025-03-25,2025-03-25,,"Anatomia de uma Queda","Anatomie d'une chute",https://www.imdb.com/title/tt17009710/,Filme,7.6,151,2023,"Policial, Drama, Mistério, Suspense",235802,2024-01-25,"Justine Triet",6,2025-03-25
451,tt0053459,2025-03-26,2025-03-26,,"Os Olhos Sem Rosto","Les yeux sans visage",https://www.imdb.com/title/tt0053459/,Filme,7.6,90,1960,"Drama, Terror",39504,1960-01-11,"Georges Franju",9,2025-03-26
452,tt0102492,2025-03-26,2025-03-26,,"Meu Primeiro Amor","My Girl",https://www.imdb.com/title/tt0102492/,Filme,6.9,102,1991,"Comédia, Drama, Família, Romance",98921,1992-01-17,"Howard Zieff",7,2025-03-26
453,tt0401792,2025-03-26,2025-03-26,,"Sin City: A Cidade do Pecado","Sin City",https://www.imdb.com/title/tt0401792/,Filme,8.0,124,2005,"Policial, Suspense",822797,2005-07-29,"Frank Miller, Robert Rodriguez",7,2025-03-26
454,tt0800080,2025-03-26,2025-03-26,,"O Incrível Hulk","The Incredible Hulk",https://www.imdb.com/title/tt0800080/,Filme,6.6,112,2008,"Ação, Ficção científica",572055,2008-06-13,"Louis Leterrier",5,2025-03-26
455,tt11138512,2025-03-26,2025-03-26,,"O Homem do Norte","The Northman",https://www.imdb.com/title/tt11138512/,Filme,7.0,137,2022,"Ação, Aventura, Drama, Fantasia, História, Suspense",304239,2022-05-12,"Robert Eggers",6,2025-03-26
456,tt1821694,2025-03-26,2025-03-26,,"RED 2 - Aposentados e Ainda Mais Perigosos","RED 2",https://www.imdb.com/title/tt1821694/,Filme,6.6,116,2013,"Ação, Comédia, Policial, Suspense",189602,2013-08-02,"Dean Parisot",7,2025-03-26
457,tt1245526,2025-03-26,2025-03-26,,"RED: Aposentados e Perigosos","RED",https://www.imdb.com/title/tt1245526/,Filme,7.0,111,2010,"Ação, Comédia, Policial, Suspense",340288,2010-11-12,"Robert Schwentke",7,2025-03-26
458,tt0437086,2025-03-26,2025-03-26,,"Alita: Anjo de Combate","Alita: Battle Angel",https://www.imdb.com/title/tt0437086/,Filme,7.3,122,2019,"Ação, Aventura, Ficção científica, Suspense",326060,2019-02-14,"Robert Rodriguez",6,2025-03-26
459,tt4236770,2025-04-11,2025-04-11,,"Yellowstone","Yellowstone",https://www.imdb.com/title/tt4236770/,Série de TV,8.6,60,2018,"Drama, Faroeste",318444,2019-10-01,,9,2025-04-20
460,tt18925334,2025-04-21,2025-04-21,,"Pearl","Pearl",https://www.imdb.com/title/tt18925334/,Filme,7.0,103,2022,"Drama, Terror, Suspense",162711,2023-02-09,"Ti West",8,2025-04-21
461,tt0075314,2025-04-21,2025-04-21,,"Taxi Driver","Taxi Driver",https://www.imdb.com/title/tt0075314/,Filme,8.2,114,1976,"Policial, Drama",1036609,1976-03-22,"Martin Scorsese",8,2025-04-21
462,tt0099685,2025-04-24,2025-04-24,,"Os Bons Companheiros","GoodFellas",https://www.imdb.com/title/tt0099685/,Filme,8.7,145,1990,"Biografia, Policial, Drama",1405581,1990-12-21,"Martin Scorsese",9,2025-04-24
463,tt0253474,2025-04-24,2025-04-24,,"O Pianista","The Pianist",https://www.imdb.com/title/tt0253474/,Filme,8.5,150,2002,"Biografia, Drama, Musical, Guerra",1020298,2003-03-07,"Roman Polanski",8,2025-04-24
464,tt11563598,2025-04-24,2025-04-24,,"Um Completo Desconhecido","A Complete Unknown",https://www.imdb.com/title/tt11563598/,Filme,7.3,141,2024,"Biografia, Drama, Musical",121115,2025-02-27,"James Mangold",7,2025-04-24
465,tt14961016,2025-04-24,2025-04-24,,"Ainda Estou Aqui","Ainda Estou Aqui",https://www.imdb.com/title/tt14961016/,Filme,8.1,137,2024,"Biografia, Drama, História",170781,2024-11-07,"Walter Salles",7,2025-04-24
466,tt2397535,2025-04-26,2025-04-26,,"O Predestinado","Predestination",https://www.imdb.com/title/tt2397535/,Filme,7.4,97,2014,"Ação, Drama, Ficção científica, Suspense",337960,2015-02-19,"Michael Spierig, Peter Spierig",9,2025-04-26
467,tt5362988,2025-05-10,2025-05-10,,"Terra Selvagem","Wind River",https://www.imdb.com/title/tt5362988/,Filme,7.7,107,2017,"Policial, Drama, Mistério, Suspense, Faroeste",318515,2017-11-02,"Taylor Sheridan",7,2025-05-10
468,tt1375666,2025-05-10,2025-05-10,,"A Origem","Inception",https://www.imdb.com/title/tt1375666/,Filme,8.8,148,2010,"Aventura, Ficção científica, Suspense",2851625,2010-08-06,"Christopher Nolan",9,2025-05-10
469,tt2582782,2025-05-11,2025-05-11,,"A Qualquer Custo","Hell or High Water",https://www.imdb.com/title/tt2582782/,Filme,7.6,102,2016,"Policial, Drama, Suspense, Faroeste",280406,2017-02-02,"David Mackenzie",7,2025-05-11
470,tt12299608,2025-05-12,2025-05-12,,"Mickey 17","Mickey 17",https://www.imdb.com/title/tt12299608/,Filme,6.7,137,2025,"Aventura, Comédia, Fantasia, Ficção científica",257116,2025-03-06,"Bong Joon Ho",6,2025-05-12
471,tt4364194,2025-05-13,2025-05-13,,"O Falcão Manteiga de Amendoim","The Peanut Butter Falcon",https://www.imdb.com/title/tt4364194/,Filme,7.6,97,2019,"Aventura, Comédia, Drama",120707,2019-08-23,"Tyler Nilson, Michael Schwartz",7,2025-05-13
472,tt0250687,2025-05-17,2025-05-17,,"Tá Todo Mundo Louco! Uma Corrida por Milhõe$","Rat Race",https://www.imdb.com/title/tt0250687/,Filme,6.5,112,2001,"Ação, Aventura, Comédia",131396,2002-01-11,"Jerry Zucker",5,2025-05-17
473,tt4062536,2025-05-20,2025-05-20,,"Sala Verde","Green Room",https://www.imdb.com/title/tt4062536/,Filme,6.9,95,2015,"Terror, Suspense",154964,2016-05-13,"Jeremy Saulnier",8,2025-05-20
474,tt0080761,2025-05-20,2025-05-20,,"Sexta-Feira 13","Friday the 13th",https://www.imdb.com/title/tt0080761/,Filme,6.4,95,1980,"Terror, Mistério, Suspense",176275,1980-12-01,"Sean S. Cunningham",6,2025-05-20
475,tt2338151,2025-06-10,2025-06-10,,"PK","PK",https://www.imdb.com/title/tt2338151/,Filme,8.1,153,2014,"Comédia, Drama, Musical, Ficção científica",225087,2018-09-05,"Rajkumar Hirani",10,2025-06-10
476,tt0080339,2025-06-11,2025-06-11,,"Apertem os Cintos, o Piloto Sumiu","Airplane!",https://www.imdb.com/title/tt0080339/,Filme,7.7,88,1980,"Comédia",291121,1980-12-18,"Jim Abrahams, David Zucker, Jerry Zucker",9,2025-06-11
477,tt0365748,2025-06-11,2025-06-11,,"Todo Mundo Quase Morto","Shaun of the Dead",https://www.imdb.com/title/tt0365748/,Filme,7.8,99,2004,"Comédia, Terror",642930,2004-04-09,"Edgar Wright",8,2025-06-11
478,tt3901826,2025-06-11,2025-06-11,,"A Ganha-Pão","The Breadwinner",https://www.imdb.com/title/tt3901826/,Filme,7.7,94,2017,"Animação, Drama, Guerra",31140,2018-06-01,"Nora Twomey",9,2025-06-11
479,tt0091064,2025-06-12,2025-06-12,,"A Mosca","The Fly",https://www.imdb.com/title/tt0091064/,Filme,7.6,96,1986,"Drama, Terror, Ficção científica",226409,1987-04-16,"David Cronenberg",7,2025-06-12
480,tt1403981,2025-07-14,2025-07-14,,"Lembranças","Remember Me",https://www.imdb.com/title/tt1403981/,Filme,7.1,113,2010,"Drama, Romance",165267,2010-03-12,"Allen Coulter",5,2025-07-14
481,tt31193180,2025-07-20,2025-07-20,,"Pecadores","Sinners",https://www.imdb.com/title/tt31193180/,Filme,7.5,137,2025,"Terror",513263,2025-04-18,"Ryan Coogler",8,2026-03-05
482,tt26743210,2025-07-27,2025-07-27,,"Como Treinar o Seu Dragão","How to Train Your Dragon",https://www.imdb.com/title/tt26743210/,Filme,7.7,125,2025,"Ação, Aventura, Comédia, Drama, Família, Fantasia",139564,2025-06-12,"Dean DeBlois",8,2025-07-27
483,tt0265086,2025-08-05,2025-08-05,,"Falcão Negro em Perigo","Black Hawk Down",https://www.imdb.com/title/tt0265086/,Filme,7.7,144,2001,"Ação, Drama, História, Guerra",457837,2002-03-08,"Ridley Scott",7,2025-08-05
484,tt0318462,2025-08-06,2025-08-06,,"Diários de Motocicleta","Diarios de motocicleta",https://www.imdb.com/title/tt0318462/,Filme,7.7,126,2004,"Aventura, Biografia, Drama",109605,2004-05-07,"Walter Salles",7,2025-08-06
485,tt0986264,2025-08-08,2025-08-08,,"Como Estrelas na Terra","Taare Zameen Par",https://www.imdb.com/title/tt0986264/,Filme,8.3,162,2007,"Drama, Família",234932,2007-12-21,"Aamir Khan",9,2025-08-08
486,tt20561198,2025-08-09,2025-08-09,,"O Bastardo","Bastarden",https://www.imdb.com/title/tt20561198/,Filme,7.7,127,2023,"Ação, Drama, História",41562,2024-09-12,"Nikolaj Arcel",8,2025-08-09
487,tt0118789,2025-08-19,2025-08-19,,"Buffalo 66","Buffalo '66",https://www.imdb.com/title/tt0118789/,Filme,7.4,110,1998,"Comédia, Drama, Romance",67254,1998-06-26,"Vincent Gallo",6,2025-08-19
488,tt1410063,2025-08-22,2025-08-22,,"Flores do Oriente","Jin ling shi san chai",https://www.imdb.com/title/tt1410063/,Filme,7.5,146,2011,"Drama, História, Romance, Guerra",58649,2012-05-25,"Yimou Zhang",8,2025-08-22
489,tt16311594,2025-09-17,2025-09-17,,"F1: O Filme","F1",https://www.imdb.com/title/tt16311594/,Filme,7.6,155,2025,"Drama, Esportes",383913,2025-06-26,"Joseph Kosinski",8,2025-09-17
490,tt5950044,2025-09-17,2025-09-17,,"Superman","Superman",https://www.imdb.com/title/tt5950044/,Filme,7.0,129,2025,"Ação, Aventura, Ficção científica",435987,2025-07-10,"James Gunn",8,2025-09-17
491,tt20969586,2025-09-17,2025-09-17,,"Thunderbolts*","Thunderbolts*",https://www.imdb.com/title/tt20969586/,Filme,7.1,127,2025,"Ação, Aventura, Policial, Drama, Fantasia, Ficção científica",294598,2025-05-02,"Jake Schreier",7,2025-09-17
492,tt0298845,2025-11-03,2025-11-03,,"Terra de Sonhos","In America",https://www.imdb.com/title/tt0298845/,Filme,7.6,105,2002,"Drama",44457,2004-02-06,"Jim Sheridan",7,2025-11-03
493,tt0117381,2025-11-03,2025-11-03,,"As Duas Faces de um Crime","Primal Fear",https://www.imdb.com/title/tt0117381/,Filme,7.7,129,1996,"Policial, Drama, Mistério, Suspense",292970,1996-05-31,"Gregory Hoblit",8,2025-11-03
494,tt7784604,2025-11-04,2025-11-04,,"Hereditário","Hereditary",https://www.imdb.com/title/tt7784604/,Filme,7.3,127,2018,"Drama, Terror, Mistério, Suspense",465540,2018-06-21,"Ari Aster",6,2025-11-04
495,tt0087800,2025-11-04,2025-11-04,,"A Hora do Pesadelo","A Nightmare on Elm Street",https://www.imdb.com/title/tt0087800/,Filme,7.4,91,1984,"Terror",293484,1986-11-27,"Wes Craven",4,2025-11-04
496,tt3416742,2025-11-16,2025-11-16,,"O que Fazemos nas Sombras","What We Do in the Shadows",https://www.imdb.com/title/tt3416742/,Filme,7.6,86,2014,"Comédia, Terror",215016,2014-06-19,"Jemaine Clement, Taika Waititi",8,2025-11-16
497,tt0003419,2025-11-17,2025-11-17,,"O Estudante de Praga","Der Student von Prag",https://www.imdb.com/title/tt0003419/,Filme,6.4,83,1913,"Drama, Fantasia, Terror, Romance",2738,1913-08-22,"Hanns Heinz Ewers, Stellan Rye",5,2025-11-17
498,tt0004181,2025-11-17,2025-11-17,,"Judith de Betúlia","Judith of Bethulia",https://www.imdb.com/title/tt0004181/,Filme,6.2,61,1914,"Drama",1557,1914-03-08,"D.W. Griffith",6,2025-11-17
499,tt0421715,2025-11-18,2025-11-18,,"O Curioso Caso de Benjamin Button","The Curious Case of Benjamin Button",https://www.imdb.com/title/tt0421715/,Filme,7.8,166,2008,"Drama, Fantasia, Romance",751580,2009-01-16,"David Fincher",9,2025-11-18
500,tt33764258,2025-11-20,2025-11-20,,"A Odisseia","The Odyssey",https://www.imdb.com/title/tt33764258/,Filme,8.5,172,2026,"Ação, Aventura, Fantasia",375018,2026-07-16,"Christopher Nolan",,
501,tt9419884,2025-11-20,2025-11-20,,"Doutor Estranho no Multiverso da Loucura","Doctor Strange in the Multiverse of Madness",https://www.imdb.com/title/tt9419884/,Filme,6.8,126,2022,"Ação, Aventura, Fantasia, Ficção científica",553963,2022-05-06,"Sam Raimi",6,2025-11-20
502,tt4630562,2025-11-20,2025-11-20,,"Velozes & Furiosos 8","The Fate of the Furious",https://www.imdb.com/title/tt4630562/,Filme,6.6,136,2017,"Ação, Policial, Suspense",277004,2017-04-13,"F. Gary Gray",6,2025-11-20
503,tt3659388,2025-11-22,2025-11-22,,"Perdido em Marte","The Martian",https://www.imdb.com/title/tt3659388/,Filme,8.0,144,2015,"Aventura, Drama, Ficção científica",1024106,2015-10-01,"Ridley Scott",7,2025-11-22
504,tt1365050,2025-12-11,2025-12-11,,"Beasts of No Nation","Beasts of No Nation",https://www.imdb.com/title/tt1365050/,Filme,7.7,137,2015,"Drama, Guerra",91964,2015-10-16,"Cary Joji Fukunaga",9,2025-12-11
505,tt0110322,2025-12-22,2025-12-22,,"Lendas da Paixão","Legends of the Fall",https://www.imdb.com/title/tt0110322/,Filme,7.5,133,1994,"Drama, Romance, Guerra, Faroeste",201260,1995-04-13,"Edward Zwick",8,2025-12-22
506,tt0106677,2025-12-28,2025-12-28,,"Jovens, Loucos e Rebeldes","Dazed and Confused",https://www.imdb.com/title/tt0106677/,Filme,7.6,103,1993,"Comédia",218104,1994-02-10,"Richard Linklater",9,2025-12-28
507,tt2937696,2025-12-29,2025-12-29,,"Jovens, Loucos e Mais Rebeldes","Everybody Wants Some!!",https://www.imdb.com/title/tt2937696/,Filme,6.9,117,2016,"Comédia",64696,2016-04-07,"Richard Linklater",6,2025-12-29
508,tt0181875,2025-12-29,2025-12-29,,"Quase Famosos","Almost Famous",https://www.imdb.com/title/tt0181875/,Filme,7.9,122,2000,"Aventura, Comédia, Drama, Musical",316581,2001-03-23,"Cameron Crowe",8,2025-12-29
509,tt0978762,2026-01-02,2026-01-02,,"Mary e Max - Uma Amizade Diferente","Mary and Max.",https://www.imdb.com/title/tt0978762/,Filme,8.1,92,2009,"Animação, Comédia, Drama",202761,2010-04-16,"Adam Elliot",10,2026-01-02
510,tt2321405,2026-01-02,2026-01-02,,"Minha Vida de Abobrinha","Ma vie de Courgette",https://www.imdb.com/title/tt2321405/,Filme,7.8,66,2016,"Animação, Comédia, Drama",33306,2017-02-16,"Claude Barras",8,2026-01-02
511,tt0808417,2026-01-02,2026-01-02,,"Persépolis","Persepolis",https://www.imdb.com/title/tt0808417/,Filme,8.0,96,2007,"Animação, Biografia, Drama, História, Guerra",106801,2008-02-23,"Vincent Paronnaud, Marjane Satrapi",10,2026-01-02
512,tt0464141,2026-01-05,2026-01-05,,"O Orfanato","El orfanato",https://www.imdb.com/title/tt0464141/,Filme,7.4,105,2007,"Drama, Terror, Mistério, Suspense",171355,2008-03-07,"J.A. Bayona",7,2026-01-05
513,tt1029234,2026-01-10,2026-01-10,,"Mártires","Martyrs",https://www.imdb.com/title/tt1029234/,Filme,7.0,99,2008,"Terror",121920,2008-09-03,"Pascal Laugier",7,2026-01-10
514,tt23770030,2026-01-11,2026-01-11,,"Memórias de um Caracol","Memoir of a Snail",https://www.imdb.com/title/tt23770030/,Filme,7.8,94,2024,"Animação, Drama",26329,2024-10-17,"Adam Elliot",9,2026-01-11
515,tt0063350,2026-01-11,2026-01-11,,"A Noite dos Mortos-Vivos","Night of the Living Dead",https://www.imdb.com/title/tt0063350/,Filme,7.8,96,1968,"Terror, Suspense",152002,1968-10-31,"George A. Romero",7,2026-01-11
516,tt0077402,2026-01-11,2026-01-11,,"Zombie - O Despertar dos Mortos","Dawn of the Dead",https://www.imdb.com/title/tt0077402/,Filme,7.8,127,1978,"Terror, Suspense",137244,1980-09-15,"George A. Romero",7,2026-01-11
517,tt0435625,2026-01-11,2026-01-11,,"Abismo do Medo","The Descent",https://www.imdb.com/title/tt0435625/,Filme,7.2,99,2005,"Aventura, Terror, Suspense",275632,2006-09-15,"Neil Marshall",7,2026-01-11
